               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,             0.01641,            0.007659,                   0,             0.98877,             0.99448,              0.9926,             0.93253,           0.0089358,            0.002393,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.016276,           0.0078097,                   0,             0.98746,             0.99463,             0.99265,             0.93259,           0.0089236,           0.0023919,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.016189,           0.0080556,                   0,             0.98746,             0.99462,             0.99264,             0.93276,           0.0089219,           0.0023925,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.016746,           0.0080568,                   0,             0.98828,             0.99448,             0.99265,             0.93368,           0.0089236,           0.0023928,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.016162,           0.0077653,                   0,             0.98827,             0.99448,             0.99262,             0.93298,           0.0089104,           0.0023913,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.015762,           0.0075483,                   0,             0.98826,             0.99448,             0.99264,             0.93251,           0.0089201,            0.002392,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.016105,           0.0079602,                   0,             0.98818,             0.99526,             0.99263,              0.9329,           0.0089236,           0.0023915,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.015307,           0.0074553,                   0,             0.98916,             0.99448,             0.99263,             0.93269,           0.0089317,           0.0023915,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.016222,           0.0080324,                   0,             0.98864,             0.99556,             0.99268,             0.93319,           0.0089262,           0.0023912,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.016013,           0.0077996,                   0,             0.98847,             0.99605,             0.99269,             0.93279,           0.0089306,           0.0023918,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.015322,           0.0077249,                   0,             0.98807,             0.99605,             0.99274,             0.93276,           0.0089239,           0.0023911,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.015996,            0.007796,                   0,             0.98859,             0.99605,             0.99277,             0.93287,           0.0089194,           0.0023893,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.015721,           0.0076026,                   0,             0.98859,             0.99605,             0.99278,              0.9333,           0.0089144,           0.0023877,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.015623,           0.0074212,                   0,             0.98901,             0.99605,             0.99275,             0.93326,           0.0089095,           0.0023867,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.016027,           0.0077008,                   0,              0.9898,             0.99537,             0.99276,             0.93304,           0.0089018,           0.0023863,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.015762,           0.0076882,                   0,             0.98854,             0.99605,             0.99274,             0.93372,            0.008892,           0.0023858,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.016054,           0.0079775,                   0,             0.98848,             0.99605,             0.99278,             0.93385,           0.0088922,           0.0023853,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.016746,           0.0079162,                   0,              0.9885,             0.99605,             0.99279,             0.93364,           0.0088922,           0.0023848,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.015592,           0.0074551,                   0,             0.98863,             0.99547,             0.99279,             0.93421,           0.0088714,           0.0023812,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.015481,           0.0077795,                   0,             0.98841,             0.99526,             0.99281,             0.93424,           0.0088791,           0.0023817,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.015303,           0.0075272,                   0,              0.9891,             0.99526,             0.99276,             0.93396,           0.0088806,           0.0023818,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.015713,           0.0078679,                   0,             0.98853,             0.99487,             0.99282,             0.93358,           0.0088789,           0.0023811,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.016237,           0.0079088,                   0,             0.98785,             0.99488,             0.99282,             0.93367,           0.0088722,           0.0023806,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.015622,           0.0077024,                   0,             0.98731,             0.99566,             0.99286,             0.93369,           0.0088716,           0.0023804,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.015616,           0.0074691,                   0,             0.98785,               0.995,             0.99286,             0.93324,           0.0088671,           0.0023793,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.015244,           0.0074231,                   0,              0.9877,             0.99487,             0.99287,             0.93407,           0.0088704,           0.0023803,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.015558,           0.0075774,                   0,             0.98779,             0.99487,             0.99288,             0.93378,           0.0088686,           0.0023798,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,             0.01581,           0.0075497,                   0,              0.9879,             0.99487,              0.9929,             0.93379,            0.008872,           0.0023809,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.015572,           0.0076421,                   0,             0.98824,             0.99487,             0.99289,             0.93367,           0.0088729,           0.0023807,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.015396,           0.0074785,                   0,             0.98871,             0.99487,             0.99289,              0.9338,            0.008876,           0.0023808,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.015322,           0.0075651,                   0,             0.98868,             0.99487,              0.9929,             0.93371,           0.0088758,           0.0023798,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.015652,           0.0077478,                   0,             0.98884,             0.99487,             0.99291,              0.9333,            0.008876,           0.0023793,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.015414,           0.0073521,                   0,             0.98895,             0.99487,             0.99291,             0.93386,           0.0088737,           0.0023791,                   0,            0.006337,            0.006337,            0.006337
                 187,             0.01513,           0.0075673,                   0,             0.98901,             0.99473,             0.99291,             0.93441,           0.0088748,           0.0023785,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.015903,           0.0075899,                   0,             0.98901,             0.99458,             0.99291,             0.93417,            0.008872,            0.002378,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.015243,           0.0074129,                   0,             0.98898,             0.99487,             0.99291,             0.93401,           0.0088746,           0.0023779,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.015431,           0.0075946,                   0,             0.98892,             0.99487,              0.9929,             0.93354,           0.0088744,           0.0023771,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.015746,           0.0077051,                   0,             0.98894,             0.99487,              0.9929,             0.93455,           0.0088783,           0.0023774,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.015712,           0.0077719,                   0,             0.98889,             0.99487,             0.99292,             0.93426,           0.0088831,           0.0023777,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.016058,           0.0078135,                   0,             0.98885,             0.99487,             0.99292,             0.93458,           0.0088824,           0.0023779,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.015908,           0.0077473,                   0,             0.98881,             0.99487,             0.99295,             0.93381,           0.0088798,           0.0023779,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.016024,           0.0075399,                   0,              0.9888,             0.99487,             0.99298,             0.93441,           0.0088721,           0.0023779,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.015535,           0.0074873,                   0,              0.9885,             0.99487,             0.99293,             0.93438,           0.0088699,           0.0023774,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.015187,           0.0075268,                   0,             0.98844,             0.99487,             0.99297,             0.93432,           0.0088737,           0.0023772,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.015292,           0.0073961,                   0,             0.98836,             0.99487,             0.99294,             0.93429,           0.0088724,           0.0023763,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.014961,           0.0075391,                   0,             0.98833,             0.99487,             0.99296,             0.93435,           0.0088744,           0.0023768,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.014692,           0.0074612,                   0,             0.98833,             0.99487,             0.99297,             0.93433,           0.0088733,           0.0023768,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.015674,             0.00746,                   0,             0.98831,             0.99487,             0.99296,             0.93443,           0.0088726,           0.0023767,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.015408,           0.0075472,                   0,             0.98831,             0.99487,             0.99299,             0.93462,           0.0088705,           0.0023765,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.015344,           0.0076099,                   0,             0.98831,             0.99487,             0.99299,              0.9345,           0.0088653,           0.0023761,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.015446,           0.0075354,                   0,             0.98827,             0.99487,             0.99296,             0.93447,           0.0088665,           0.0023764,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.014742,           0.0074887,                   0,             0.98823,             0.99487,             0.99301,             0.93394,           0.0088635,            0.002376,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.015167,           0.0074364,                   0,             0.98827,             0.99487,             0.99299,             0.93451,           0.0088631,            0.002376,                   0,            0.005941,            0.005941,            0.005941
                 207,             0.01484,           0.0072006,                   0,             0.98824,             0.99496,             0.99301,             0.93454,            0.008868,           0.0023758,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.015043,           0.0073693,                   0,             0.98834,             0.99487,               0.993,             0.93398,           0.0088669,           0.0023754,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.015038,           0.0073717,                   0,             0.98863,             0.99521,             0.99303,             0.93394,           0.0088655,           0.0023752,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.015103,           0.0074928,                   0,             0.98902,             0.99563,             0.99303,             0.93389,           0.0088621,            0.002375,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.015203,           0.0071743,                   0,             0.98902,             0.99574,             0.99306,             0.93461,           0.0088632,           0.0023751,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.014828,           0.0072524,                   0,             0.98892,             0.99605,             0.99305,              0.9346,           0.0088619,           0.0023752,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.014962,           0.0073107,                   0,             0.98887,             0.99605,             0.99306,             0.93456,           0.0088543,           0.0023742,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.015218,           0.0075559,                   0,             0.98903,             0.99602,             0.99307,             0.93468,            0.008859,           0.0023737,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.014446,           0.0070643,                   0,             0.98878,             0.99566,             0.99307,             0.93449,           0.0088628,           0.0023732,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.014922,           0.0073316,                   0,             0.98873,             0.99566,             0.99309,             0.93448,           0.0088662,           0.0023734,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.015399,           0.0075734,                   0,             0.98871,             0.99566,             0.99306,             0.93436,           0.0088579,           0.0023725,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.014659,           0.0073041,                   0,             0.98869,             0.99566,             0.99307,             0.93391,           0.0088562,           0.0023717,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.015097,           0.0074144,                   0,             0.98864,             0.99566,             0.99306,             0.93442,           0.0088629,           0.0023725,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.015125,            0.007239,                   0,             0.98867,             0.99566,             0.99306,             0.93392,           0.0088651,           0.0023718,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.014757,           0.0072184,                   0,             0.98862,             0.99566,             0.99307,             0.93402,           0.0088623,           0.0023707,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.014734,           0.0072016,                   0,             0.98853,             0.99566,             0.99305,             0.93414,           0.0088663,           0.0023705,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.015055,           0.0074061,                   0,             0.98839,             0.99566,             0.99307,             0.93411,           0.0088711,           0.0023704,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.014975,           0.0075293,                   0,             0.98831,             0.99566,             0.99303,             0.93409,           0.0088753,           0.0023699,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.015038,           0.0073475,                   0,             0.98831,             0.99566,             0.99303,              0.9341,           0.0088793,             0.00237,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.014685,           0.0073007,                   0,             0.98834,             0.99566,             0.99304,             0.93417,           0.0088828,           0.0023695,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.015064,           0.0073396,                   0,             0.98834,             0.99566,             0.99303,             0.93419,           0.0088869,            0.002369,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.014666,           0.0070213,                   0,             0.98832,             0.99566,             0.99304,             0.93406,           0.0088862,           0.0023684,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.014913,           0.0074424,                   0,              0.9887,             0.99605,             0.99307,             0.93381,           0.0088919,           0.0023679,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.014783,           0.0072622,                   0,             0.98879,             0.99605,             0.99305,             0.93388,           0.0088978,           0.0023673,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.014945,           0.0071814,                   0,             0.98883,             0.99605,             0.99307,             0.93387,           0.0088995,           0.0023664,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.015236,           0.0072902,                   0,             0.98841,             0.99566,             0.99302,             0.93414,            0.008894,           0.0023649,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.014939,           0.0070599,                   0,             0.98802,             0.99526,             0.99303,             0.93443,           0.0088966,            0.002364,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.015017,           0.0074542,                   0,             0.98802,             0.99526,             0.99299,             0.93442,           0.0088997,           0.0023632,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.014414,           0.0072376,                   0,             0.98801,             0.99526,             0.99301,             0.93436,           0.0089001,           0.0023629,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.015166,           0.0074816,                   0,             0.98764,             0.99487,               0.993,             0.93452,           0.0089117,           0.0023639,                   0,            0.005347,            0.005347,            0.005347
                 237,             0.01462,           0.0074068,                   0,             0.98764,             0.99487,             0.99303,             0.93414,            0.008914,            0.002364,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.014928,           0.0073475,                   0,               0.988,             0.99526,             0.99303,             0.93473,           0.0089135,           0.0023639,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.014444,           0.0069439,                   0,             0.98809,             0.99526,             0.99303,             0.93399,           0.0089176,           0.0023638,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.014865,           0.0074329,                   0,             0.98775,             0.99487,             0.99302,              0.9342,           0.0089212,           0.0023643,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,             0.01476,           0.0075067,                   0,             0.98776,             0.99487,             0.99302,             0.93428,            0.008923,           0.0023642,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.015038,           0.0071295,                   0,             0.98734,             0.99448,             0.99298,              0.9343,           0.0089231,           0.0023643,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.015025,           0.0073054,                   0,             0.98734,             0.99448,             0.99296,             0.93436,           0.0089266,           0.0023635,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.014995,           0.0075188,                   0,             0.98733,             0.99448,             0.99296,             0.93441,           0.0089296,           0.0023632,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,             0.01497,           0.0077398,                   0,              0.9873,             0.99448,             0.99296,             0.93442,           0.0089354,           0.0023632,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.014442,           0.0073215,                   0,             0.98732,             0.99448,             0.99294,             0.93417,           0.0089394,           0.0023633,                   0,            0.005149,            0.005149,            0.005149
                 247,             0.01509,           0.0073907,                   0,             0.98725,             0.99448,             0.99296,             0.93432,            0.008938,           0.0023629,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.014722,           0.0074495,                   0,             0.98737,             0.99448,             0.99295,              0.9345,           0.0089398,           0.0023625,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,              0.0147,           0.0074312,                   0,             0.98737,             0.99448,             0.99297,             0.93441,           0.0089404,            0.002362,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.014183,            0.006754,                   0,             0.98746,             0.99448,             0.99294,             0.93419,           0.0089396,           0.0023614,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.014155,           0.0070195,                   0,             0.98753,             0.99448,             0.99297,             0.93435,           0.0089456,           0.0023613,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.014991,           0.0072265,                   0,             0.98754,             0.99448,             0.99297,             0.93489,           0.0089442,           0.0023607,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.014172,           0.0073288,                   0,             0.98762,             0.99448,             0.99297,             0.93456,           0.0089393,           0.0023597,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.014426,            0.007396,                   0,             0.98762,             0.99448,             0.99297,              0.9347,           0.0089334,            0.002359,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,             0.01424,           0.0071564,                   0,             0.98769,             0.99448,             0.99297,             0.93469,           0.0089359,           0.0023585,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.015074,           0.0074428,                   0,             0.98769,             0.99448,             0.99297,             0.93572,            0.008937,           0.0023582,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.014326,           0.0071011,                   0,             0.98805,             0.99487,             0.99302,             0.93537,           0.0089411,           0.0023579,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.014628,           0.0072356,                   0,             0.98806,             0.99487,             0.99304,             0.93519,           0.0089433,           0.0023577,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.014884,           0.0072889,                   0,             0.98806,             0.99487,             0.99305,             0.93504,           0.0089453,           0.0023574,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.014735,           0.0070822,                   0,             0.98838,             0.99526,             0.99304,             0.93537,           0.0089376,           0.0023568,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.014258,           0.0072481,                   0,             0.98833,             0.99526,             0.99303,             0.93515,           0.0089363,           0.0023563,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.013934,           0.0070506,                   0,             0.98837,             0.99526,             0.99305,             0.93519,           0.0089395,           0.0023561,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.014926,           0.0074505,                   0,             0.98864,             0.99554,             0.99306,              0.9354,            0.008936,           0.0023552,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.014484,           0.0070401,                   0,              0.9883,             0.99566,             0.99304,             0.93551,           0.0089358,           0.0023549,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014194,           0.0070065,                   0,             0.98827,             0.99566,             0.99304,              0.9354,           0.0089309,           0.0023546,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014805,           0.0070622,                   0,             0.98866,             0.99605,             0.99306,             0.93518,           0.0089294,           0.0023542,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.013609,           0.0069017,                   0,             0.98869,             0.99605,             0.99304,             0.93518,           0.0089287,           0.0023536,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.014014,           0.0070449,                   0,             0.98884,             0.99605,             0.99304,             0.93525,           0.0089264,           0.0023538,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.014099,            0.006883,                   0,             0.98877,             0.99605,             0.99304,             0.93497,           0.0089299,           0.0023536,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.014357,           0.0071114,                   0,             0.98832,             0.99605,             0.99306,             0.93522,           0.0089289,           0.0023533,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.014645,           0.0071148,                   0,             0.98884,             0.99605,             0.99304,             0.93531,            0.008931,           0.0023533,                   0,            0.004654,            0.004654,            0.004654
                 272,             0.01498,           0.0074469,                   0,             0.98883,             0.99605,             0.99307,             0.93536,           0.0089269,           0.0023524,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014301,           0.0073272,                   0,             0.98867,             0.99605,             0.99305,             0.93543,            0.008923,           0.0023517,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.013933,           0.0070891,                   0,             0.98837,             0.99605,             0.99305,             0.93542,            0.008923,           0.0023511,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.014243,           0.0072533,                   0,             0.98837,             0.99605,             0.99304,             0.93564,           0.0089225,           0.0023504,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014343,           0.0069558,                   0,             0.98855,             0.99605,             0.99306,             0.93554,           0.0089259,           0.0023501,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.014477,           0.0072487,                   0,             0.98851,             0.99605,             0.99304,             0.93529,           0.0089243,           0.0023496,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.014135,           0.0070707,                   0,             0.98876,             0.99605,             0.99306,             0.93552,           0.0089204,           0.0023481,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.014354,           0.0071103,                   0,             0.98858,             0.99605,             0.99305,             0.93531,           0.0089218,           0.0023476,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.014283,            0.007183,                   0,             0.98881,             0.99605,             0.99304,             0.93531,             0.00892,           0.0023469,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.013932,           0.0067419,                   0,             0.98879,             0.99605,             0.99305,             0.93521,           0.0089142,           0.0023461,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.013897,            0.007016,                   0,              0.9887,             0.99605,             0.99306,             0.93511,           0.0089115,           0.0023455,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.013524,           0.0067438,                   0,             0.98906,             0.99605,             0.99305,             0.93526,           0.0089092,           0.0023445,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.014118,           0.0069631,                   0,             0.98907,             0.99605,             0.99305,             0.93512,           0.0089038,           0.0023436,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,             0.01386,           0.0071273,                   0,             0.98906,             0.99605,             0.99304,             0.93528,           0.0089007,           0.0023424,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.014252,           0.0070646,                   0,             0.98906,             0.99605,             0.99306,             0.93511,           0.0088978,           0.0023413,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.013991,           0.0070052,                   0,             0.98809,             0.99605,             0.99306,             0.93503,           0.0088911,           0.0023404,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.013869,           0.0069649,                   0,             0.98803,             0.99605,             0.99306,             0.93543,           0.0088857,           0.0023391,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.014047,            0.006703,                   0,             0.98791,             0.99605,             0.99307,             0.93532,           0.0088857,           0.0023386,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.013598,           0.0069081,                   0,             0.98791,             0.99605,             0.99307,             0.93563,           0.0088863,           0.0023376,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.013932,           0.0067622,                   0,             0.98791,             0.99605,             0.99311,             0.93576,           0.0088867,           0.0023373,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.013776,            0.006958,                   0,             0.98788,             0.99605,             0.99308,             0.93636,           0.0088767,           0.0023359,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01361,           0.0069069,                   0,             0.98787,             0.99606,             0.99308,             0.93578,           0.0088788,           0.0023351,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.014279,           0.0068325,                   0,             0.98787,             0.99607,             0.99311,             0.93568,           0.0088745,           0.0023342,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.013833,           0.0070113,                   0,             0.98788,             0.99605,              0.9931,             0.93553,           0.0088702,           0.0023336,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.013934,           0.0069757,                   0,             0.98794,             0.99605,             0.99312,             0.93583,           0.0088707,           0.0023336,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.013697,           0.0068531,                   0,              0.9879,             0.99605,             0.99312,             0.93593,           0.0088679,           0.0023328,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.013251,           0.0068201,                   0,             0.98795,             0.99605,             0.99312,             0.93571,           0.0088658,           0.0023323,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.013939,           0.0070319,                   0,             0.98797,             0.99605,             0.99312,             0.93574,           0.0088615,           0.0023321,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.013876,           0.0067496,                   0,             0.98922,             0.99566,             0.99312,             0.93555,           0.0088578,            0.002331,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.013392,           0.0069292,                   0,             0.98924,             0.99566,              0.9931,             0.93533,           0.0088617,           0.0023308,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.013263,           0.0068908,                   0,             0.98945,             0.99566,             0.99308,             0.93545,           0.0088601,           0.0023304,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.014271,           0.0069316,                   0,             0.98984,             0.99566,              0.9931,             0.93534,           0.0088599,           0.0023294,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.014058,           0.0072186,                   0,             0.98994,             0.99566,              0.9931,             0.93523,           0.0088642,           0.0023294,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.013136,           0.0067183,                   0,             0.98999,             0.99566,              0.9931,             0.93509,           0.0088667,           0.0023284,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.013562,           0.0067232,                   0,                0.99,             0.99566,             0.99307,              0.9357,            0.008868,           0.0023275,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.013675,           0.0068004,                   0,             0.99003,             0.99566,              0.9931,             0.93515,           0.0088709,           0.0023266,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.013351,           0.0066239,                   0,             0.99004,             0.99566,             0.99306,             0.93515,           0.0088756,           0.0023258,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.013327,           0.0067613,                   0,             0.99019,             0.99565,              0.9931,             0.93523,           0.0088767,           0.0023258,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.013904,           0.0069381,                   0,             0.99011,             0.99566,             0.99308,             0.93576,           0.0088746,           0.0023245,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.013542,           0.0070241,                   0,             0.99005,             0.99566,             0.99308,              0.9352,           0.0088733,           0.0023237,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.013358,            0.006844,                   0,             0.99002,             0.99566,              0.9931,             0.93499,           0.0088681,           0.0023226,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.013684,           0.0068291,                   0,                0.99,             0.99566,             0.99309,             0.93521,           0.0088684,           0.0023218,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013862,           0.0071421,                   0,             0.99002,             0.99566,             0.99308,             0.93523,           0.0088683,            0.002321,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.013126,           0.0065981,                   0,             0.98999,             0.99566,             0.99311,             0.93594,           0.0088705,           0.0023204,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.013752,           0.0066804,                   0,             0.98997,             0.99566,             0.99311,              0.9365,           0.0088701,           0.0023192,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.013001,           0.0067759,                   0,             0.98998,             0.99566,             0.99313,              0.9366,           0.0088697,           0.0023179,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,             0.01305,           0.0065856,                   0,             0.98998,             0.99566,             0.99313,             0.93671,           0.0088681,           0.0023167,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.013482,           0.0067579,                   0,             0.99003,             0.99566,             0.99314,             0.93694,           0.0088661,           0.0023156,                   0,           0.0037036,           0.0037036,           0.0037036
